date,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,vwap
2015-12-30,5.15205198,5.32627596,5.09397732,5.24331216,5.15205198,131019407,826980736.0,2,0.618115,1,1.7713,0,5.2039
2015-12-31,5.1852375,5.21842302,5.11057008,5.12716284,5.24331216,69238328,430756512.0,2,0.326648,1,-2.2152,0,5.16035
2016-01-04,5.12716284,5.1437556,4.77871488,4.8119004,5.12716284,93856954,564022592.0,2,0.442793,1,-6.1489,0,4.96538
2016-01-05,4.71234384,4.86997506,4.57130538,4.74552936,4.8119004,157250238,897800880.0,2,0.741866,1,-1.3793,0,4.72479
2016-01-06,4.75382574,4.86167868,4.73723298,4.77871488,4.74552936,160064951,925188816.0,2,0.755145,1,0.6993,0,4.78286
2016-01-07,4.75382574,4.75382574,4.36389588,4.3970814,4.77871488,28897100,160040697.0,2,0.136329,1,-7.9861,0,4.56716
2016-01-08,4.49663796,4.62938004,4.25604294,4.52982348,4.3970814,146306289,794145536.0,2,0.690235,1,3.0189,0,4.47797
2016-01-11,4.47174882,4.49663796,4.14819,4.17307914,4.52982348,139703338,727140896.0,2,0.659084,1,-7.8755,0,4.32241
2016-01-12,4.22285742,4.24774656,4.11500448,4.17307914,4.17307914,96726933,486578112.0,2,0.456332,1,0.0,0,4.18967
2016-01-13,4.21456104,4.3555995,4.12330086,4.13989362,4.17307914,140074592,714857120.0,2,0.660835,1,-0.7952,0,4.20834
2016-01-14,3.9822624,4.19796828,3.9407805,4.15648638,4.13989362,142167523,697904224.0,2,0.670709,1,0.4008,0,4.06937
2016-01-15,4.13159724,4.13159724,3.87440946,3.91589136,4.15648638,147687345,710670112.0,2,0.69675,1,-5.7884,0,4.01337
2016-01-18,3.83292756,3.99885516,3.79974204,3.91589136,3.91589136,82148048,386641072.0,2,0.387553,1,0.0,0,3.88685
2016-01-19,3.91589136,4.07352258,3.87440946,4.04033706,3.91589136,104953192,505301696.0,2,0.495142,1,3.178,0,3.97604
2016-01-20,3.99055878,4.04033706,3.90759498,3.94907688,4.04033706,106360622,508740960.0,2,0.501782,1,-2.2587,0,3.97189
2016-01-21,3.89100222,4.03204068,3.8163348,3.82463118,3.94907688,111196569,526736624.0,2,0.524596,1,-3.1513,0,3.891
2016-01-22,3.87440946,3.88270584,3.72507462,3.86611308,3.82463118,105609495,485655440.0,2,0.498238,1,1.0846,0,3.83708
2016-01-25,3.86611308,3.89100222,3.79974204,3.83292756,3.86611308,73029349,338723056.0,2,0.344533,1,-0.8584,0,3.84745
2016-01-26,3.80803842,3.80803842,3.45129408,3.45129408,3.83292756,150088094,656505232.0,2,0.708076,1,-9.9567,0,3.62967
2016-01-27,3.46788684,3.49277598,3.20240268,3.38492304,3.45129408,143994627,584314272.0,2,0.679329,1,-1.9231,0,3.387
2016-01-28,3.31025562,3.38492304,3.20240268,3.21899544,3.38492304,88427432,351681888.0,2,0.417178,1,-4.902,0,3.27914
2016-01-29,3.24388458,3.39321942,3.2355882,3.3600339,3.21899544,117026823,469543344.0,2,0.552102,1,4.3814,0,3.30818
