date,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,vwap
2015-12-30,20.2695246,20.68530972,20.12226737,20.51206592,20.16557832,14014317,330595552.0,2,1.258269,1,1.7182,0,20.39729
2015-12-31,20.6160122,20.67664753,20.17424051,20.4427684,20.51206592,14462261,339695376.0,2,1.298487,1,-0.3378,0,20.47742
2016-01-04,20.4427684,20.48607935,18.99618267,19.08280457,20.4427684,14035435,320490768.0,2,1.260165,1,-6.6525,0,19.75196
2016-01-05,18.08665272,19.4033056,18.02601739,19.12611552,19.08280457,20031558,435908976.0,2,1.798524,1,0.227,0,18.66052
2016-01-06,19.16942647,19.30802151,18.7969523,19.19541304,19.12611552,10686960,235469908.0,2,0.959524,1,0.3623,0,19.11745
2016-01-07,18.86624982,18.86624982,17.27240686,17.27240686,19.19541304,3362900,70292009.0,2,0.301936,1,-10.018,0,18.06933
2016-01-08,17.59290789,17.87876016,15.66123952,16.90859488,17.27240686,21957518,431296080.0,2,1.971446,1,-2.1063,0,17.01038
2016-01-11,16.41485005,16.90859488,15.21946783,15.21946783,16.90859488,18459647,338540672.0,2,1.657391,1,-9.9898,0,15.9406
2016-01-12,14.74304738,15.0722106,14.15401846,14.66508767,15.21946783,23852744,403070160.0,2,2.141608,1,-3.6426,0,14.65859
2016-01-13,14.74304738,14.96826432,14.17134284,14.2059916,14.66508767,17977644,305128608.0,2,1.614114,1,-3.1305,0,14.52216
2016-01-14,13.5996383,14.87298023,13.5130164,14.8123449,14.2059916,17326442,285021728.0,2,1.555647,1,4.2683,0,14.19949
2016-01-15,14.67374986,15.3320763,14.56980358,14.725723,14.8123449,19531126,336575168.0,2,1.753593,1,-0.5848,0,14.82534
2016-01-18,14.2926135,15.32341411,14.2059916,14.94227775,14.725723,15890349,273176784.0,2,1.426708,1,1.4706,0,14.69107
2016-01-19,14.92495337,15.71321266,14.8989668,15.591942,14.94227775,19490016,346757168.0,2,1.749902,1,4.3478,0,15.28227
2016-01-20,15.591942,16.33689034,15.5053201,15.7651858,15.591942,23794603,437912288.0,2,2.136387,1,1.1111,0,15.79983
2016-01-21,15.5053201,16.0250515,14.725723,14.94227775,15.7651858,16569364,297428192.0,2,1.487673,1,-5.2198,0,15.29959
2016-01-22,15.3320763,15.72187485,14.85565585,15.60060419,14.94227775,15504238,274744608.0,2,1.392041,1,4.4058,0,15.37755
