Alpha,IC_Mean_5D,IC_Std_5D,IC_IR_5D,IC_Winrate_5D,IC_Skew_5D,IC_MaxDD_5D,IC_tStat_5D,LS_Sharpe_5D,LS_AnnRet_5D,LS_MaxDD_5D,LS_Calmar_5D,LS_MeanRet_5D,Monotonicity_5D,Q_Spread_5D
alpha135,0.0279914013913819,0.1918385534195079,0.1459112409494198,0.5469659185369908,0.1885585402361528,-6.297392282996405,7.157091385917294,0.1769177382089519,0.0817084312438964,-0.9673827509522906,0.0844633948284304,0.0007331595406867,0.4999999999999999,0.00071177407889
alpha098,0.0269195061960465,0.1438596640572952,0.1871233773027943,0.5610412926391383,0.1171956496159026,-4.46502304394506,8.832540561264262,1.5522078879388057,0.5289261341094971,-0.7061722876576284,0.7490043766287454,0.0019190377788618,1.0,0.0016768987703497
alpha062,0.0268489097428377,0.0993100616889259,0.2703543758429829,0.6120511762278168,0.0506238483469022,-2.5806055974025384,13.30791782084029,1.7833883788132734,0.4044070243835449,-0.5058158181721916,0.7995143881520037,0.0014504010323435,1.0,0.0013423803529913
alpha071,0.0266755739249026,0.1785204258989244,0.1494258922505929,0.5490848585690515,0.2355113336778792,-8.326701731271065,7.326441554317177,-0.1469196314268616,-0.0611923336982727,-0.9378394369961016,-0.0652481984488428,9.2318223323673e-05,0.0999999999999999,5.241700521516242e-05
alpha094,0.0263760907812831,0.1382648626452035,0.1907649584765865,0.5596330275229358,0.1612340777392218,-4.800159361687008,9.341641396425572,0.5555105025464643,0.1701326370239257,-0.8089707912555392,0.2103075152563623,0.0008093150681816,0.3,0.0007419892112025
alpha054,0.0262489951510289,0.1282379377396149,0.2046897791223612,0.5827129859387924,0.1879023552654595,-4.253491005860504,10.06524395766816,2.4684908324753634,0.7528184652328491,-0.4446430629708837,1.693084921201493,0.0024126772768795,0.7,0.0023235775966369
alpha005,0.0258502314757036,0.0908497565887513,0.2845382579583523,0.6176713459950454,0.0706986504285031,-2.200156078133027,14.003214381921769,1.2494658533924672,0.2575094699859619,-0.5540852865525265,0.4647469915473931,0.0009949950035661,0.8999999999999998,0.0009195777717866
alpha046,0.0257032429798332,0.1712500847017002,0.1500918555725426,0.5495008319467554,0.239989579734128,-7.554467597063244,7.359094137360825,0.2400321260816545,0.0936533212661743,-0.7793784455144499,0.1201641151422347,0.0006558326422236,0.3,0.0006259219412367
alpha106,0.0255670201551251,0.1746442381758562,0.1463948677733112,0.550477773161612,0.185358265988558,-8.437025347296164,7.182305879454677,0.3519015367237941,0.1403088569641113,-0.8955767932748935,0.1566687055959076,0.000835174054373,0.0999999999999999,0.0007653560607558
alpha081,0.0253733075986276,0.1613854888735288,0.1572217414076905,0.5743716522455706,-0.138718805704934,-8.254877786147901,7.745464904204545,4.725886122318738,1.7760746479034424,-0.7272868397460139,2.442055253637877,0.0043394812382757,1.0,0.0040784994135766
alpha055,0.0247116826349008,0.1783195505671329,0.1385808934371303,0.5427740863787376,0.1508333382230818,-10.576595529256773,6.800355209414178,0.5804553770674684,0.2312923669815063,-0.8293822860918699,0.2788730490873858,0.0011398157803341,0.3,0.0010137382572076
alpha144,0.0246211370235357,0.1418824434179167,0.1735319496226455,0.5666805151641047,-0.0822960498691761,-7.427099709349404,8.51368330738149,4.456983721729121,1.373530626296997,-0.7320065653243866,1.876391130028077,0.0036239370238035,1.0,0.0037302351656354
alpha064,0.0245347256061655,0.0827693775599838,0.2964227390544883,0.6130122517955218,0.0911427784605122,-1.786095928697108,14.421506995491631,0.686362224316449,0.1256186962127685,-0.1310042091668983,0.958890534980684,0.0024234775919467,0.7,0.0014128888275566
alpha040,0.0244513508428505,0.1394230705953457,0.1753752140046958,0.559533721898418,0.1939748715153666,-4.994812782990149,8.595174842935844,-0.0512910367895892,-0.0169668793678283,-0.8988029575198014,-0.0188771957478283,0.0001487205008743,0.0999999999999999,0.0001160733372735
alpha139,0.0238943541223582,0.1054068919485821,0.2266868293015791,0.5951199338296113,0.0672083403529024,-5.087562316486881,11.146908500725496,1.9474164862410548,0.4774554967880249,-0.6600155569262129,0.723400368033147,0.0016688234172761,1.0,0.0016633310156163
alpha122,0.0234421725218684,0.1779666828272095,0.1317222535671397,0.5399835119538334,0.2160034595717859,-6.0070566957550255,6.487906022572999,-0.7764344386840528,-0.3243544101715088,-0.9968997681816036,-0.3253631112415122,-0.0012088116491213,-0.3,-0.0011132405591297
alpha116,0.023403374629083,0.1711763705130862,0.1367208251871066,0.5394518272425249,0.1336207326929702,-8.988091468126129,6.7090790998424525,0.3293131763901912,0.1258671283721923,-0.8472834151110686,0.148553749698609,0.0007594785420224,0.0,0.0007103706954789
alpha151,0.0231407249556969,0.1888148492950253,0.1225577598483228,0.550477773161612,0.1067497065455446,-8.198324260598419,6.012829086976222,0.1982177681391183,0.0875453948974609,-0.914091799991515,0.0957730885434849,0.0007183361449278,0.6,0.0007057978642561
alpha017,0.0231268026737535,0.1788040319691005,0.129341617295018,0.5626043405676127,-0.0904988572685495,-5.753581963399169,6.365394968263712,0.2062935051595911,0.2115427255630493,-0.3814407739222553,0.5545886544529862,0.0090155852958559,-0.4999999999999999,-0.0054385285404048
alpha090,0.0228658291946562,0.0898880133283842,0.2543812945461535,0.6021460998761865,0.1826913306277054,-2.0028461086300453,12.52165922013888,1.6309763173651133,0.341994047164917,-0.3688507058935491,0.9271882680458174,0.0012549046659842,1.0,0.0012389153080893
alpha034,0.0226693510704925,0.1683000681128965,0.1346960302790002,0.5434602649006622,0.1829513829955389,-7.092809995798199,6.620690122953797,0.0654868170688431,0.0248762369155883,-0.8306439774086095,0.0299481337277562,0.000382814760087,0.0999999999999999,0.0003639143955536
alpha065,0.0224906215541146,0.1605924496608352,0.1400478142130214,0.5429397192402973,0.2371503775706485,-6.994323134881675,6.892287807678703,0.2157919351315599,0.0788923501968383,-0.7480072034681461,0.1054700407042243,0.0005651524406857,0.3999999999999999,0.0005734598852522
alpha074,0.022400639759285,0.0953228834920562,0.2349975046773714,0.5814830330959363,0.4075327131044404,-2.563371158191643,11.481257576474764,1.9757978107049057,0.4388433694839477,-0.5758009684329519,0.7621442018033842,0.0015423152362927,1.0,0.0013988442253352
alpha061,0.0223856187973934,0.1252030994838098,0.1787944459017815,0.5628461866212185,0.2225414403681735,-8.886268399238311,8.661848201674857,0.7967998037692063,0.2371256351470947,-0.6942554640076222,0.3415538622890713,0.0010190976317971,0.3,0.0011216547378881
alpha161,0.0222693059537033,0.2262480455216404,0.0984287219028076,0.5240066225165563,0.143219117585746,-20.378642622999365,4.838049536924494,-0.4585195106573038,-0.2343162298202514,-0.9931286787996066,-0.2359374316966349,-0.0005413100589066,-0.6,-0.0005068935600135
alpha105,0.0221152584373475,0.1066282328828943,0.2074052794407265,0.5926385442514475,0.016843035710958,-5.428436957693791,10.19877369857004,1.3939460981012477,0.3427376747131347,-0.6850817464757888,0.5002872671418451,0.0012896757107228,0.8999999999999998,0.0012211943482078
alpha067,0.0219507148346238,0.1774229891275695,0.1237196765907317,0.5387469084913438,0.2005285809372591,-8.350765581819829,6.093743563646672,-1.0135247968449876,-0.4202927947044372,-0.9993690985315364,-0.4205581254433537,-0.0018236866453662,-0.8999999999999998,-0.0015904009766967
alpha024,0.0219222217767743,0.1696121198543024,0.1292491467921373,0.5437654830718415,0.0794935780383166,-8.61758677584217,6.360844141653844,-0.045132272454611,-0.0171998739242553,-0.9347226651896836,-0.0184010451065343,0.0002181558229494,-0.1999999999999999,0.0002267968520619
alpha008,0.0218897382072606,0.1588580458717509,0.137794331329825,0.5443664878250103,0.1215840239757181,-8.209302243333767,6.782785119705124,0.2993835500250334,0.1075819730758667,-0.6914946674831779,0.155578890387443,0.0006616021855734,0.8999999999999998,0.0006486172183783
alpha026,0.021889631706776,0.1567268903008649,0.1396673644500633,0.5436760691537762,0.2080610449442464,-8.532905898348275,6.548001678218642,1.2219441002348308,0.440822958946228,-0.7576659473774552,0.5818170401772302,0.0017083524726331,1.0,0.0015547127297192
alpha118,0.0218301188864253,0.1530571203018747,0.142627267802829,0.5411129568106312,0.2325780075601724,-5.940745961054073,6.998916369719455,-0.686133214222514,-0.2448697686195373,-0.9774322320965736,-0.2505235253949998,-0.000860622851178,-0.7,-0.0009640388829553
alpha113,0.0216969828046086,0.0746353561056979,0.2907064953757519,0.6215205650186955,-0.0682949274379129,-1.043005295977089,14.26240552480333,2.543842867798925,0.4298045635223388,-0.2580636405170246,1.665498334679133,0.0014760176418349,0.3,0.0013980408303961
alpha164,0.0214307741897679,0.2134066216871384,0.1004222550375509,0.5260761589403974,0.1856992584108238,-21.160807829147377,4.936037318061304,-0.3439300495538882,-0.1652941107749939,-0.9887416906630698,-0.1671762325144238,-0.0002600058214738,-0.3,-0.0002742855336072
alpha084,0.021319913639576,0.1351222022256901,0.1577824612713617,0.5568936877076412,0.1349525376120568,-5.35846827389345,7.742602575640557,-0.0025018309546447,-0.0007630586624145,-0.8553619158386812,-0.0008920886566084,0.0001813523849705,0.3,7.063652368997529e-05
alpha027,0.0213185757358689,0.173264083685485,0.1230409400633036,0.5364238410596026,0.1126081499419267,-7.874869495787268,6.047809537584175,-0.42808921921295,-0.1715556383132934,-0.9681385865136488,-0.1772015295156039,-0.0004280870780348,-0.3,-0.0004353236589254
alpha147,0.0206200160618797,0.1692738448450938,0.1218145430603858,0.5386855241264559,0.1027353296462918,-8.269355228186143,5.972640462478007,0.3027311318649232,0.1139023303985595,-0.8558904369019159,0.1330805036341499,0.0007088748971,0.0999999999999999,0.0006740886525927
