date,open,high,low,close,volume
2015-09-09,3881.91,3984.498,3865.126,3951.742,37056524800
2015-09-10,3890.097,3953.203,3875.67,3897.952,25129814400
2015-09-11,3888.675,3933.456,3853.902,3898.588,20111953600
2015-09-14,3922.806,3931.21,3684.01,3766.803,32457091200
2015-09-15,3678.474,3723.408,3584.235,3600.721,23698307200
2015-09-16,3600.7,3830.372,3583.025,3796.161,26466291200
2015-09-17,3773.607,3861.157,3715.614,3715.614,29723760000
2015-09-18,3737.36,3767.408,3703.677,3739.854,19055558400
2015-09-21,3703.858,3827.855,3691.267,3824.129,22822259200
2015-09-22,3829.905,3895.755,3820.202,3857.509,26491161600
2015-09-23,3798.985,3838.971,3763.564,3782.221,22441876800
2015-09-24,3799.783,3830.779,3776.991,3816.139,19530142400
2015-09-25,3802.298,3823.968,3704.695,3736.299,22036131200
2015-09-28,3733.59,3766.813,3683.701,3764.591,14195662400
2015-09-29,3708.623,3729.848,3668.649,3691.536,15573012800
2015-09-30,3711.819,3737.852,3691.693,3714.97,13505702400
2015-10-08,3850.513,3875.796,3822.891,3835.615,22698908800
2015-10-09,3840.003,3902.977,3830.168,3888.682,22406416000
2015-10-12,3904.038,4065.004,3900.195,4020.931,37502035200
2015-10-13,3992.058,4041.478,3981.401,4033.229,27841129600
2015-10-14,4016.571,4051.595,3982.686,3987.527,27805638400
2015-10-15,3979.984,4089.929,3979.692,4089.901,30295337600
2015-10-16,4116.628,4153.049,4082.232,4149.57,37347468800
2015-10-19,4166.2,4193.171,4106.847,4149.634,36361468800
2015-10-20,4141.952,4205.588,4121.402,4205.588,31708790400
2015-10-21,4207.67,4224.714,3991.247,4041.039,46024521600
2015-10-22,4023.66,4133.416,4013.899,4127.207,31977648000
2015-10-23,4146.315,4210.184,4124.621,4196.096,35719344000
2015-10-26,4246.822,4253.504,4179.22,4219.443,36755356800
2015-10-27,4191.979,4242.946,4084.57,4230.205,33949740800
2015-10-28,4207.132,4241.403,4130.847,4142.237,30370131200
2015-10-29,4163.092,4196.286,4121.834,4159.62,23775171200
2015-10-30,4153.563,4205.555,4108.445,4156.086,24921147200
2015-11-02,4093.137,4172.784,4077.932,4082.173,23720689600
2015-11-03,4092.978,4114.102,4051.62,4070.671,19050721600
2015-11-04,4086.194,4266.066,4086.194,4266.066,34463225600
2015-11-05,4269.507,4407.229,4265.228,4331.606,58323833600
2015-11-06,4326.758,4441.993,4325.734,4433.554,45144633600
2015-11-09,4430.634,4523.93,4430.634,4489.285,53432492800
2015-11-10,4456.825,4528.551,4446.444,4488.825,45225715200
2015-11-11,4487.411,4515.268,4447.766,4508.236,38432048000
2015-11-12,4519.796,4522.726,4438.51,4476.15,37981795200
2015-11-13,4429.644,4469.451,4384.682,4415.481,35104915200
2015-11-16,4340.555,4457.056,4337.248,4456.674,27861084800
2015-11-17,4490.299,4547.538,4430.809,4440.014,41128396800
2015-11-18,4442.586,4457.455,4371.827,4383.127,31137948800
2015-11-19,4395.967,4465.975,4384.391,4465.601,26515201600
2015-11-20,4472.851,4498.776,4451.303,4480.362,33302787200
2015-11-23,4482.246,4516.022,4438.144,4452.15,31801027200
2015-11-24,4444.998,4462.377,4391.524,4462.056,25364184000
2015-11-25,4457.818,4506.769,4446.543,4506.535,27638044800
2015-11-26,4524.738,4534.36,4475.162,4479.785,31393008000
2015-11-27,4456.916,4462.082,4196.989,4225.7,36190985600
2015-11-30,4226.074,4267.135,4082.327,4239.106,30243520000
2015-12-01,4234.944,4300.45,4205.695,4266.207,24954523200
2015-12-02,4259.392,4370.485,4234.423,4367.363,31618633600
2015-12-03,4358.376,4422.895,4351.94,4418.617,29309155200
2015-12-04,4387.739,4399.794,4332.323,4349.056,25256206400
2015-12-07,4354.886,4382.195,4327.241,4373.085,20676444800
2015-12-08,4349.424,4349.424,4281.597,4285.203,22071990400
2015-12-09,4271.17,4316.317,4267.627,4290.704,19662541300
2015-12-10,4289.417,4334.268,4267.02,4275.884,19920604800
2015-12-11,4256.003,4281.398,4222.068,4253.108,18245476800
2015-12-14,4213.384,4364.84,4208.463,4364.488,23172640000
2015-12-15,4362.905,4385.547,4342.651,4360.736,21250320000
2015-12-16,4372.934,4389.509,4347.916,4358.934,19669388800
2015-12-17,4388.684,4454.48,4388.684,4449.871,30797884800
2015-12-18,4447.706,4496.222,4442.741,4456.737,28788288000
2015-12-21,4451.802,4563.115,4449.029,4552.988,33245027200
2015-12-22,4561.999,4574.645,4526.704,4573.894,29189616800
2015-12-23,4575.277,4615.552,4545.403,4550.618,32518345600
2015-12-24,4541.564,4552.29,4463.198,4516.695,23869073600
2015-12-25,4520.102,4540.573,4501.816,4530.847,20087753300
2015-12-28,4542.628,4549.775,4406.662,4406.662,26380195500
2015-12-29,4400.837,4447.661,4382.439,4447.352,17917808500
2015-12-30,4451.509,4462.086,4416.391,4461.879,19116318700
2015-12-31,4459.187,4471.801,4410.415,4411.976,18165508000
2016-01-04,4407.365,4408.806,4084.49,4084.6,19338567200
2016-01-05,3956.64,4130.512,3946.53,4075.974,27554520900
2016-01-06,4083.699,4159.235,4065.546,4157.228,24689657000
2016-01-07,4086.371,4086.371,3839.689,3848.896,7252938300
2016-01-08,3940.105,3991.129,3760.469,3923.205,29708905500
2016-01-11,3851.405,3900.197,3706.138,3706.138,29023912400
2016-01-12,3724.154,3758.863,3667.956,3726.652,22013101600
2016-01-13,3752.714,3776.542,3639.882,3639.882,20678989500
2016-01-14,3541.29,3735.731,3536.765,3729.364,22678911800
2016-01-15,3704.202,3727.279,3582.62,3604.007,21323231800
2016-01-18,3540.432,3669.327,3538.621,3628.946,17359817600
2016-01-19,3628.17,3748.379,3615.539,3743.434,21563490800
2016-01-20,3721.562,3754.151,3669.123,3693.035,22259802200
2016-01-21,3642.841,3725.343,3572.112,3572.112,19307249800
2016-01-22,3611.604,3635.995,3534.626,3615.072,15978179600
2016-01-25,3637.315,3664.452,3607.66,3638.48,14684857500
2016-01-26,3601.222,3609.254,3397.153,3403.797,21237783800
2016-01-27,3416.834,3429.285,3259.279,3382.163,22015348400
2016-01-28,3352.082,3390.888,3264.075,3276.269,16656083300
2016-01-29,3276.229,3410.851,3272.825,3387.112,18566335100
2016-02-01,3379.461,3389.562,3297.838,3337.799,15151145600
2016-02-02,3339.65,3430.208,3339.63,3420.422,15517392400
2016-02-03,3384.073,3423.486,3361.281,3414.164,14066972500
2016-02-04,3427.51,3479.23,3427.51,3463.521,16286370600
2016-02-05,3463.6,3470.984,3435.119,3436.164,13292635300
2016-02-15,3342.696,3440.529,3340.263,3422.813,12655068700
2016-02-16,3440.252,3545.224,3440.252,3538.483,19545678600
2016-02-17,3533.759,3575.541,3521.765,3572.256,21887412700
2016-02-18,3592.349,3608.22,3556.608,3561.827,21811626200
2016-02-19,3554.015,3581.189,3538.055,3564.052,15771851100
2016-02-22,3604.091,3650.223,3590.562,3641.283,23526748900
2016-02-23,3639.702,3643.997,3572.653,3611.174,20044226700
2016-02-24,3596.433,3635.229,3566.418,3634.922,20160222900
2016-02-25,3628.294,3628.337,3377.805,3392.425,26849840500
2016-02-26,3419.078,3441.604,3360.501,3420.522,18680762400
2016-02-29,3408.198,3408.383,3253.395,3309.76,21604417300
2016-03-01,3314.947,3396.514,3288.666,3375.27,19684948800
2016-03-02,3376.346,3528.437,3375.821,3523.797,28664429900
2016-03-03,3523.767,3567.15,3515.953,3533.835,30163310400
2016-03-04,3521.029,3554.54,3471.15,3535.471,32800248200
2016-03-07,3559.401,3593.716,3537.755,3567.636,21963261800
2016-03-08,3563.579,3572.988,3445.928,3572.046,23438539800
2016-03-09,3497.063,3523.692,3469.358,3516.615,18408156900
2016-03-10,3503.791,3525.582,3451.065,3451.533,13563160800
2016-03-11,3421.836,3466.405,3411.345,3453.459,12313358500
2016-03-14,3481.463,3566.933,3478.605,3524.522,19710607400
2016-03-15,3517.796,3525.372,3479.729,3523.001,16458084100
2016-03-16,3522.151,3540.952,3512.837,3521.9,18222378000
2016-03-17,3532.139,3604.081,3514.802,3582.376,20623753500
2016-03-18,3597.259,3681.541,3591.457,3657.569,32246290500
2016-03-21,3695.23,3760.118,3689.571,3747.773,36509497800
2016-03-22,3723.645,3751.066,3707.611,3724.11,26874255000
2016-03-23,3713.726,3743.705,3697.633,3740.26,21534061000
2016-03-24,3710.116,3729.956,3677.916,3677.925,23457086500
2016-03-25,3671.706,3707.416,3668.002,3701.474,17562664200
2016-03-28,3715.581,3742.644,3661.465,3671.389,19722426300
2016-03-29,3671.306,3677.154,3604.112,3622.703,17629872200
2016-03-30,3654.491,3727.259,3654.491,3727.259,20586380400
2016-03-31,3742.61,3759.968,3720.934,3731.985,21646779500
2016-04-01,3723.746,3735.877,3665.745,3729.582,20334167100
2016-04-05,3723.03,3800.058,3714.65,3793.219,25159082100
2016-04-06,3777.507,3802.381,3762.435,3794.016,22487088400
2016-04-07,3804.913,3810.574,3737.24,3737.688,22233661700
2016-04-08,3712.502,3722.715,3674.902,3707.682,18967579900
2016-04-11,3740.694,3788.978,3740.694,3768.098,22741268600
2016-04-12,3765.003,3771.797,3721.033,3749.421,17993120500
2016-04-13,3772.4,3843.396,3772.4,3800.859,32860385000
2016-04-14,3819.297,3829.453,3789.857,3822.917,21224550400
2016-04-15,3826.471,3830.553,3802.461,3816.843,18260558400
2016-04-18,3793.61,3793.61,3750.248,3762.67,17749054100
2016-04-19,3781.319,3790.397,3754.334,3775.538,15031010700
2016-04-20,3784.51,3790.249,3600.736,3677.977,27953324500
2016-04-21,3657.478,3700.955,3644.33,3652.092,18956124300
2016-04-22,3630.174,3671.25,3624.382,3671.019,13940230300
2016-04-25,3660.174,3666.015,3619.915,3654.573,12455368300
2016-04-26,3651.606,3680.978,3641.6,3680.779,11507603900
2016-04-27,3683.88,3695.68,3660.005,3664.582,12073572800
2016-04-28,3666.937,3672.225,3617.022,3655.541,13030136100
2016-04-29,3645.086,3669.226,3639.984,3651.552,10773396400
2016-05-03,3655.183,3730.64,3642.833,3730.343,17399589400
2016-05-04,3718.021,3746.063,3713.196,3727.402,16541814900
2016-05-05,3721.276,3740.246,3710.433,3737.077,13929264800
2016-05-06,3737.249,3743.484,3625.425,3625.601,20673715800
2016-05-09,3604.264,3604.264,3520.22,3533.925,17746385900
2016-05-10,3522.63,3553.511,3518.779,3535.96,12150768000
2016-05-11,3550.986,3574.009,3524.37,3544.483,13980538500
2016-05-12,3511.748,3553.971,3476.568,3551.045,13698154000
2016-05-13,3540.945,3571.022,3521.682,3536.405,11570649100
2016-05-16,3524.017,3570.787,3510.249,3570.497,11742275400
2016-05-17,3570.949,3585.785,3543.896,3558.946,13053826300
2016-05-18,3538.679,3538.683,3481.188,3516.062,14642022500
2016-05-19,3509.303,3548.848,3508.825,3517.786,11688310600
2016-05-20,3497.423,3542.708,3488.882,3542.389,11201691800
2016-05-23,3546.031,3572.856,3545.969,3563.31,12247500800
2016-05-24,3558.368,3558.408,3515.837,3532.152,11669080100
2016-05-25,3552.01,3563.838,3515.975,3523.651,10995575900
2016-05-26,3519.708,3537.786,3477.058,3532.904,12005870800
2016-05-27,3526.489,3547.036,3517.433,3530.65,12045345400
2016-05-30,3519.634,3543.384,3495.463,3529.119,11198658200
2016-05-31,3532.525,3655.463,3532.525,3655.327,23410118200
2016-06-01,3659.864,3675.546,3650.09,3652.591,20766247000
2016-06-02,3648.388,3665.059,3642.387,3665.059,16724873500
2016-06-03,3670.404,3701.652,3657.204,3686.631,18633529700
2016-06-06,3692.885,3698.994,3665.494,3681.367,15024657000
2016-06-07,3683.742,3687.27,3665.392,3678.793,13852657200
2016-06-08,3673.083,3679.188,3642.468,3664.259,14978993800
2016-06-13,3625.371,3643.397,3533.962,3534.509,18011580500
2016-06-14,3524.012,3549.928,3517.525,3545.304,12831216100
2016-06-15,3508.142,3624.303,3505.377,3612.689,17827186200
2016-06-16,3601.608,3613.68,3583.098,3591.026,17900616300
2016-06-17,3593.408,3633.502,3592.144,3609.892,17446982600
2016-06-20,3613.866,3620.041,3583.231,3615.651,13811728600
2016-06-21,3632.554,3662.679,3586.0,3597.97,17610603100
2016-06-22,3590.359,3637.281,3586.602,3637.169,13890425800
2016-06-23,3631.869,3633.714,3597.947,3618.071,14573129400
2016-06-24,3610.718,3634.728,3508.783,3571.907,20321207600
2016-06-27,3555.066,3632.813,3554.945,3632.716,16731516600
2016-06-28,3617.44,3660.031,3611.037,3657.107,18697735900
2016-06-29,3666.243,3680.232,3659.398,3671.581,19677888600
2016-06-30,3674.17,3683.772,3663.741,3674.234,15699227800
2016-07-01,3678.539,3694.691,3664.759,3672.282,14556071500
2016-07-04,3652.008,3741.392,3650.444,3735.172,23338872000
2016-07-05,3732.958,3751.292,3729.51,3744.208,23815569600
2016-07-06,3732.827,3757.14,3717.949,3756.932,21996708000
2016-07-07,3747.459,3767.965,3727.908,3755.456,23104879900
2016-07-08,3745.043,3754.235,3726.702,3737.484,17779959500
2016-07-11,3746.648,3788.781,3744.505,3748.753,24219237700
2016-07-12,3747.109,3820.77,3734.763,3820.481,28940800400
2016-07-13,3824.561,3850.129,3822.326,3837.704,28731817000
2016-07-14,3831.643,3837.179,3811.969,3834.394,20279738000
2016-07-15,3836.812,3841.931,3817.353,3831.347,19585793000
2016-07-18,3823.437,3836.373,3800.219,3814.509,19964314500
2016-07-19,3812.304,3817.896,3775.221,3806.94,16984873200
2016-07-20,3805.418,3815.95,3789.072,3795.764,14752156300
2016-07-21,3795.789,3835.597,3795.785,3812.382,17344275100
2016-07-22,3810.464,3814.257,3776.348,3780.751,17247462000
2016-07-25,3775.356,3804.963,3772.066,3788.647,15129322400
2016-07-26,3786.869,3835.834,3786.869,3835.657,16260764500
2016-07-27,3836.946,3844.331,3682.702,3745.685,29871655800
2016-07-28,3732.983,3767.824,3715.278,3750.583,20409867600
2016-07-29,3746.758,3756.838,3721.449,3729.265,16072616900
2016-08-01,3718.86,3720.814,3662.509,3690.206,15991371800
2016-08-02,3686.177,3710.931,3679.327,3710.931,11797269500
2016-08-03,3700.774,3723.852,3693.347,3719.989,14155105300
2016-08-04,3716.824,3733.98,3697.374,3733.562,14406076800
2016-08-05,3732.393,3754.768,3723.39,3730.294,14473972200
2016-08-08,3723.681,3770.08,3706.676,3769.814,16372393100
2016-08-09,3767.171,3797.656,3764.08,3797.562,16923038000
2016-08-10,3795.189,3805.876,3781.708,3782.255,16762779600
2016-08-11,3776.728,3805.586,3756.911,3757.408,17172574000
2016-08-12,3754.698,3820.052,3754.25,3820.052,18488952200
2016-08-15,3829.425,3947.538,3827.907,3926.654,33852488900
2016-08-16,3936.078,3952.921,3910.562,3919.142,30610258000
2016-08-17,3917.51,3933.914,3896.14,3918.472,23463619600
2016-08-18,3915.513,3943.09,3895.711,3911.898,25279570400
2016-08-19,3906.233,3924.265,3886.222,3913.998,21178860600
2016-08-22,3913.759,3921.865,3875.624,3876.671,20032016100
2016-08-23,3872.306,3899.959,3859.933,3882.275,17349747900
2016-08-24,3883.118,3892.622,3866.339,3873.726,15505377300
2016-08-25,3854.277,3854.277,3811.077,3847.216,18031158400
2016-08-26,3852.482,3877.603,3843.829,3850.82,15631648500
2016-08-29,3850.107,3862.867,3840.641,3854.44,14599290300
2016-08-30,3856.761,3874.261,3850.107,3857.529,13731433900
2016-08-31,3855.838,3878.091,3845.475,3871.893,14484780900
2016-09-01,3871.046,3875.118,3840.617,3841.017,15683332700
2016-09-02,3836.882,3860.312,3825.25,3846.721,15029876500
2016-09-05,3855.166,3877.739,3850.956,3857.583,14372711600
2016-09-06,3859.628,3898.109,3833.346,3894.629,18511008500
2016-09-07,3895.316,3913.048,3888.905,3893.407,19613031600
2016-09-08,3890.272,3899.185,3880.555,3896.701,14438029400
2016-09-09,3896.672,3904.687,3870.693,3870.693,16132950000
2016-09-12,3813.507,3821.149,3769.18,3793.034,21295943800
2016-09-13,3801.28,3807.227,3778.701,3796.361,13581694700
2016-09-14,3778.433,3791.463,3762.467,3771.207,12875239000
2016-09-19,3777.131,3803.519,3777.131,3803.023,11380984600
2016-09-20,3804.369,3804.951,3790.32,3797.99,10728981900
2016-09-21,3798.234,3812.439,3794.676,3805.795,10943332200
2016-09-22,3824.644,3847.298,3821.354,3833.289,13872514100
2016-09-23,3836.359,3838.654,3817.487,3818.009,12057229300
2016-09-26,3810.326,3810.326,3749.566,3749.566,14255884500
2016-09-27,3743.043,3774.443,3738.544,3774.443,11486108200
2016-09-28,3779.329,3779.329,3761.218,3765.415,9389076000
2016-09-29,3770.024,3794.736,3770.001,3779.554,10614411400
2016-09-30,3774.916,3800.14,3773.717,3792.11,8994315100
2016-10-10,3808.546,3846.824,3800.24,3846.824,15324329500
2016-10-11,3849.867,3864.499,3845.52,3864.174,16656405000
2016-10-12,3854.036,3860.312,3844.446,3858.191,13638826800
2016-10-13,3857.168,3867.34,3849.467,3860.71,14969584900
2016-10-14,3855.976,3861.764,3836.09,3860.514,14817636800
2016-10-17,3862.251,3866.216,3819.118,3827.559,15781830500
2016-10-18,3822.721,3880.325,3822.721,3880.325,17655922200
2016-10-19,3883.647,3893.167,3865.285,3873.639,17621653200
