date,open,high,low,close,volume
2015-01-05,3868.715,3968.611,3852.913,3944.364,57998572800
2015-01-06,3912.458,3981.381,3889.717,3955.21,54471667200
2015-01-07,3937.232,3980.782,3916.372,3958.937,41624172800
2015-01-08,3963.033,3971.91,3871.796,3881.915,39063766400
2015-01-09,3868.874,3998.171,3860.546,3865.424,44062348800
2015-01-12,3848.977,3872.217,3778.528,3824.61,34459360000
2015-01-13,3819.094,3865.902,3816.769,3837.987,25584772800
2015-01-14,3845.111,3867.352,3793.718,3823.964,26309900800
2015-01-15,3823.515,3919.498,3809.203,3919.498,30569785600
2015-01-16,3931.225,3979.611,3919.693,3957.55,36718844800
2015-01-19,3748.049,3833.09,3655.929,3686.077,43484153600
2015-01-20,3674.857,3765.205,3669.468,3753.665,38978118400
2015-01-21,3776.782,3910.501,3770.517,3903.341,44809564800
2015-01-22,3906.169,3939.779,3880.684,3932.654,37426620800
2015-01-23,3945.862,3980.24,3903.361,3925.878,37961251200
2015-01-26,3934.653,3980.407,3923.101,3977.928,34106499200
2015-01-27,3984.441,3987.918,3884.916,3953.524,40198716800
2015-01-28,3927.813,3963.638,3893.735,3906.894,31860662400
2015-01-29,3857.182,3889.44,3837.717,3864.384,29615744000
2015-01-30,3877.99,3896.165,3811.834,3813.397,27707241600
2015-02-02,3741.235,3794.412,3731.307,3743.43,26705556800
2015-02-03,3774.977,3831.741,3754.303,3829.204,26827865600
2015-02-04,3838.726,3866.094,3793.647,3795.751,27223107200
2015-02-05,3876.526,3876.967,3762.044,3762.044,33875497600
2015-02-06,3747.559,3764.952,3670.828,3696.152,26894179200
2015-02-09,3689.143,3747.209,3680.216,3718.232,22822726400
2015-02-10,3717.14,3781.918,3712.339,3781.643,21428286400
2015-02-11,3790.268,3824.098,3787.473,3814.768,20267334400
2015-02-12,3816.808,3838.654,3791.58,3828.984,21877347200
2015-02-13,3846.993,3902.416,3845.923,3866.719,28339635200
2015-02-16,3872.562,3912.149,3868.796,3908.892,24794691200
2015-02-17,3922.173,3946.656,3921.752,3934.952,24626718400
2015-02-25,3943.563,3943.563,3883.18,3898.491,24908996800
2015-02-26,3893.804,3983.726,3879.088,3981.348,32024918400
2015-02-27,3981.336,4012.855,3977.995,3995.426,31934713600
2015-03-02,4028.727,4040.568,3994.245,4040.309,37541145600
2015-03-03,4019.59,4019.59,3956.66,3960.18,40881974400
2015-03-04,3965.007,3999.073,3955.826,3995.295,31889030400
2015-03-05,3981.324,3984.933,3936.896,3966.844,33846790400
2015-03-06,3971.755,3984.635,3933.689,3938.717,29083177600
2015-03-09,3911.677,4007.023,3880.164,4001.285,33264262400
2015-03-10,3990.153,4027.634,3984.492,3998.73,29718272000
2015-03-11,4001.743,4038.227,3985.987,3999.625,28841027200
2015-03-12,4028.598,4060.226,4010.989,4054.983,36748611200
2015-03-13,4066.742,4099.679,4064.222,4087.653,34209459200
2015-03-16,4114.444,4193.038,4099.948,4193.01,41249664000
2015-03-17,4221.616,4260.022,4204.041,4253.151,54420902400
2015-03-18,4264.07,4345.523,4257.697,4345.523,57980633600
2015-03-19,4350.673,4365.436,4312.113,4350.036,55842060800
2015-03-20,4361.648,4423.367,4347.187,4405.462,55397984000
2015-03-23,4437.735,4500.331,4437.735,4500.114,56289804800
2015-03-24,4511.254,4520.145,4389.565,4506.077,66564819200
2015-03-25,4497.708,4527.232,4458.187,4493.4,54954432000
2015-03-26,4474.414,4540.897,4439.186,4492.261,51068268800
2015-03-27,4498.799,4542.397,4476.547,4524.535,42521705600
2015-03-30,4551.191,4648.667,4551.191,4635.794,59151654400
2015-03-31,4683.456,4704.877,4593.092,4606.897,60597164800
2015-04-01,4613.069,4710.7,4605.001,4697.128,48443164800
2015-04-02,4725.244,4732.978,4656.468,4721.89,50672144000
2015-04-03,4700.363,4780.447,4684.832,4780.42,49142732800
2015-04-07,4824.784,4886.89,4815.031,4886.485,59626752000
2015-04-08,4908.83,4920.742,4807.756,4905.891,64817241600
2015-04-09,4925.016,4926.676,4780.957,4867.327,62245465600
2015-04-10,4853.481,4978.968,4831.416,4971.358,50969312000
2015-04-13,5019.456,5076.47,4990.209,5064.494,61263801600
2015-04-14,5074.754,5119.388,5021.045,5077.968,61762259200
2015-04-15,5074.111,5082.581,4972.841,4974.25,63936518400
2015-04-16,4936.44,5110.103,4908.311,5102.565,56584979200
2015-04-17,5167.834,5217.978,5139.06,5182.363,74391251200
2015-04-20,5195.373,5255.227,5066.861,5096.542,90103513600
2015-04-21,5097.599,5224.723,5084.573,5224.723,66012537600
2015-04-22,5251.38,5362.046,5251.38,5360.982,71537068800
2015-04-23,5389.793,5416.703,5316.41,5377.429,69542592000
2015-04-24,5313.836,5376.149,5253.778,5347.642,66368064000
2015-04-27,5404.607,5458.972,5373.414,5450.228,69876211200
2015-04-28,5456.961,5463.877,5307.52,5352.501,79289619200
2015-04-29,5333.755,5429.162,5305.494,5407.904,54013171200
2015-04-30,5425.157,5460.867,5395.027,5395.306,54638131200
2015-05-04,5405.978,5443.988,5339.401,5433.542,51404844800
2015-05-05,5429.787,5429.787,5196.004,5221.92,60464390400
2015-05-06,5249.749,5334.965,5119.258,5165.582,50538764800
2015-05-07,5131.863,5157.353,5061.242,5065.485,41033014400
2015-05-08,5117.983,5191.465,5061.045,5190.84,42129555200
2015-05-11,5226.504,5362.95,5179.354,5362.567,52241072000
2015-05-12,5370.444,5443.106,5339.086,5442.534,54290297600
2015-05-13,5437.3,5478.777,5385.691,5432.968,54571686400
2015-05-14,5433.449,5455.989,5376.139,5416.47,48674300800
2015-05-15,5404.101,5404.101,5294.983,5335.767,47214473600
2015-05-18,5303.693,5373.839,5285.463,5329.834,40962588800
2015-05-19,5336.122,5503.402,5336.122,5496.938,46654054400
2015-05-20,5522.714,5640.985,5522.714,5543.53,55413670400
2015-05-21,5562.546,5675.496,5544.754,5674.82,49223251200
2015-05-22,5744.239,5794.706,5689.428,5793.447,67835456000
2015-05-25,5780.837,5961.742,5774.849,5961.35,69420051200
2015-05-26,6008.98,6102.271,5933.211,6102.073,72646361600
2015-05-27,6124.687,6137.92,6011.448,6109.771,70341088000
2015-05-28,6104.482,6156.894,5709.865,5713.429,82992313600
2015-05-29,5714.036,5835.406,5499.009,5736.511,62665152000
2015-06-01,5772.371,6022.517,5751.153,6021.969,60351987200
2015-06-02,6052.902,6163.748,6011.469,6162.932,62620742400
2015-06-03,6190.563,6208.887,6047.233,6164.605,62331782400
2015-06-04,6175.922,6199.154,5809.364,6192.989,69422745600
2015-06-05,6280.189,6324.186,6118.059,6265.077,79483577600
2015-06-08,6290.958,6365.001,6196.609,6345.764,87294380800
2015-06-09,6363.086,6372.141,6232.084,6312.99,75561171200
2015-06-10,6249.49,6414.25,6194.023,6340.705,62675603200
2015-06-11,6339.588,6373.351,6282.112,6366.775,58270675200
2015-06-12,6395.675,6447.623,6355.306,6422.067,64078694400
2015-06-15,6445.368,6452.703,6274.374,6290.77,68162310400
2015-06-16,6222.205,6247.664,6022.991,6082.546,59117945600
2015-06-17,6086.209,6203.674,5923.131,6182.2,55716377600
2015-06-18,6155.22,6179.909,5941.085,5945.728,51874774400
2015-06-19,5832.172,5905.196,5570.778,5573.439,49595334400
2015-06-23,5570.831,5707.393,5310.835,5706.915,50613379200
2015-06-24,5743.582,5825.623,5655.944,5823.118,59284819200
2015-06-25,5850.089,5868.085,5560.848,5616.615,61020934400
2015-06-26,5448.66,5508.94,5115.504,5166.203,59171635200
2015-06-29,5290.612,5296.434,4760.58,4943.367,70731526400
2015-06-30,4886.432,5252.51,4693.764,5249.519,72261382400
2015-07-01,5179.597,5327.266,4964.825,4981.6,60301881600
2015-07-02,5002.957,5026.663,4664.011,4761.339,61403603200
2015-07-03,4633.222,4824.179,4393.407,4494.2,58540684800
2015-07-06,4853.865,4853.865,4368.261,4566.627,87884889600
2015-07-07,4421.834,4495.96,4274.561,4426.119,79350099200
2015-07-08,4141.528,4270.657,4109.344,4178.857,85680787200
2015-07-09,4131.205,4451.102,4071.16,4424.078,59968633600
2015-07-10,4475.227,4717.649,4448.202,4657.534,57284300800
2015-07-13,4734.169,4877.807,4674.56,4823.012,62666988800
2015-07-14,4823.068,4927.633,4713.387,4768.927,62180569600
2015-07-15,4729.128,4762.672,4511.992,4569.744,58622400000
2015-07-16,4544.721,4706.788,4422.092,4625.213,47254441600
2015-07-17,4655.93,4866.399,4639.705,4825.089,47048451200
2015-07-20,4834.983,4927.465,4777.071,4853.825,51480531200
2015-07-21,4793.563,4917.202,4757.829,4876.371,46147254400
2015-07-22,4859.627,4911.955,4795.731,4886.408,48011184000
2015-07-23,4889.654,5019.057,4874.373,5004.191,53196672000
2015-07-24,5012.811,5070.947,4889.257,4920.461,58899328000
2015-07-27,4823.458,4915.531,4513.269,4514.934,53679456000
2015-07-28,4360.53,4583.676,4264.532,4483.494,56382156800
2015-07-29,4527.578,4649.699,4423.78,4647.064,40971808000
2015-07-30,4627.466,4705.053,4497.091,4513.301,41347737600
2015-07-31,4462.846,4565.516,4441.015,4501.573,33021091200
2015-08-03,4438.612,4493.082,4379.447,4479.425,35816963200
2015-08-04,4479.246,4647.81,4455.168,4647.724,33741686400
2015-08-05,4637.485,4677.6,4544.527,4562.633,32048403200
2015-08-06,4478.612,4589.237,4466.159,4525.411,23733697600
2015-08-07,4568.348,4642.49,4558.181,4626.028,29281881600
2015-08-10,4675.698,4860.884,4659.029,4839.037,45209792000
2015-08-11,4839.827,4887.69,4799.341,4831.572,48446902400
2015-08-12,4781.528,4850.291,4771.432,4772.541,38782684800
2015-08-13,4759.032,4856.392,4716.014,4856.094,37648726400
2015-08-14,4886.039,4918.966,4843.766,4870.309,41410608000
2015-08-17,4855.469,4910.938,4810.539,4907.869,41895292800
2015-08-18,4916.972,4926.154,4573.632,4584.337,50427676800
2015-08-19,4469.078,4687.393,4369.03,4665.838,43167209600
2015-08-20,4619.828,4667.438,4511.989,4511.989,35048243200
2015-08-21,4444.228,4500.749,4280.937,4293.811,35254748800
2015-08-24,4119.969,4137.585,3920.811,3928.51,34762886400
2015-08-25,3669.755,3805.764,3623.473,3644.795,38024358400
2015-08-26,3659.058,3804.607,3514.636,3588.29,45746784000
2015-08-27,3662.331,3776.21,3566.29,3774.997,39222726400
2015-08-28,3825.752,3964.298,3800.748,3955.333,44225692800
2015-08-31,3917.515,3931.657,3800.833,3929.897,39650896000
2015-09-01,3859.206,3868.008,3718.289,3854.533,45112646400
2015-09-02,3687.075,3887.957,3679.393,3849.52,46282214400
2015-09-07,3845.513,3940.325,3740.849,3757.745,30667148800
2015-09-08,3725.736,3874.234,3669.516,3867.092,24010947200
