Alpha,IC_Mean_10D,IC_Std_10D,IC_IR_10D,IC_Winrate_10D,IC_Skew_10D,IC_MaxDD_10D,IC_tStat_10D,LS_Sharpe_10D,LS_AnnRet_10D,LS_MaxDD_10D,LS_Calmar_10D,LS_MeanRet_10D,Monotonicity_10D,Q_Spread_10D
alpha122,0.0279231003933897,0.1729501820132442,0.1614516970629808,0.5362737015663643,0.3604874223444738,-8.391580424096102,7.952213155809969,-0.6794474571591069,-0.3887348771095276,-0.9998502637071368,-0.3887930935460459,-0.0013052424183115,-0.0999999999999999,-0.0012154603212412
alpha098,0.0267051049445612,0.140457931796729,0.1901288492785791,0.5763016157989228,0.1433362966978264,-6.0207776860334405,8.974403932450143,1.9286035545065356,0.86424720287323,-0.9247521393909084,0.9345717258274956,0.0028723338618874,1.0,0.0025828790093927
alpha105,0.0261255068716459,0.1095356217828409,0.2385115129344945,0.598428453267163,-0.0926096022638387,-5.023062290262203,11.728365601308868,1.180920170835814,0.4158257246017456,-0.8801131958485761,0.4724684581064827,0.0016274293884634,0.8999999999999998,0.0014364871027426
alpha113,0.0260960075126289,0.0745351151472906,0.3501169544188662,0.6439551308683008,0.0884877348342243,-0.8744347843552119,17.177153123381732,4.093439305052125,0.9283921718597412,-0.3950609710854756,2.3499971898233243,0.0027110907249152,0.3,0.0025850949926586
alpha064,0.0260248147743596,0.0836403958111249,0.3111512627597832,0.6341360371778623,0.0252451043790933,-2.543494805974987,15.138076541831763,0.7140741776409185,0.1916652917861938,-0.2618649501798119,0.731924190902926,0.0036381382960826,0.7,8.446879255506745e-05
alpha106,0.0255084247510745,0.1703001019360607,0.1497851408254102,0.5513086830078936,0.2342305606167961,-9.487551827710623,7.348636697231382,0.4509775062449964,0.2510223388671875,-0.9874670052056712,0.2542083305506538,0.0014986936002969,0.0,0.0013710892371573
alpha055,0.0254684894942538,0.1746256246378656,0.1458462327454506,0.5622923588039868,0.1989711882481845,-12.652214650581364,7.156875410634498,0.8112459632941665,0.4540278911590576,-0.963654540168294,0.4711521320490697,0.0021033117081969,0.0999999999999999,0.0018892618890095
alpha040,0.0254682035331796,0.1356014067854588,0.1878166616182235,0.5716069941715237,0.2925750845126397,-7.485043676196774,9.204932716329711,-0.2312862882205391,-0.1063772439956665,-0.9903558197960894,-0.1074131558267302,-2.8077336537535302e-05,-0.0999999999999999,-5.006701014322393e-05
alpha164,0.0254402715126144,0.2201710664221628,0.1155477507831773,0.5202814569536424,0.1793244865806407,-30.50815390310697,5.679498131868684,-0.3847952436011815,-0.2673322558403015,-0.9998296352127976,-0.2673778076035965,-0.0002815147745423,0.0,-0.000354275793816
alpha161,0.0251365349217623,0.2309171691138629,0.1088552012750847,0.5173841059602649,0.1599290405173123,-30.65752890921543,5.350540431082482,-0.5035559431742209,-0.3676050901412964,-0.9999224570040548,-0.3676335975518607,-0.0007650423212908,-0.3,-0.0007232068933792
alpha005,0.0249602321938345,0.0953767071011896,0.2617015511696488,0.6052848885218828,0.0509938858718199,-4.705746049139684,12.879332822957172,0.4917097006849598,0.1563004255294799,-0.8673167685008732,0.180211465067878,0.0007783603505231,0.7,0.0006344982408848
alpha054,0.024700575848824,0.1224708291666606,0.2016853810568312,0.5794044665012407,0.1595744297482435,-4.915192163900429,9.917508200635424,2.7494356021908968,1.1537625789642334,-0.6669383200453552,1.7299389528041689,0.0033952777739614,0.3999999999999999,0.0032720170209228
alpha090,0.0243988589821743,0.0902716399738725,0.2702826600827914,0.6178291374329343,0.0626096267609791,-2.5576561912179514,13.304387685845764,1.982552859441342,0.5842119455337524,-0.5020972647999559,1.1635433739447123,0.0019990925211459,1.0,0.0019689258548424
alpha147,0.0242588438428271,0.1637426447403773,0.1481522659004978,0.552828618968386,0.1477720464539076,-11.189131066652962,7.263994886772028,0.6999120932490744,0.3623839616775512,-0.969688909156878,0.3737115669319512,0.0017586780013516,0.0999999999999999,0.0016912661006122
alpha116,0.0242465426386393,0.1679906062775356,0.144332728929985,0.5514950166112956,0.2078208335162567,-9.255506771467113,7.082605694942131,0.5443434360883487,0.2894707918167114,-0.9788765917226356,0.2957173501383848,0.001568017178215,0.0,0.0014690499673424
alpha074,0.0237956320466161,0.0975012155987429,0.2440547217846471,0.5886049434436531,0.5103002859281,-4.836357100032345,11.923765434919694,2.1601788220775053,0.6866245269775391,-0.8406158740817286,0.8168112786682663,0.0022755940444767,0.8999999999999998,0.0019715421937413
alpha084,0.0234730450606989,0.1335422213020471,0.1757724623106828,0.5568936877076412,0.1687440827329224,-7.963469730790194,8.625396691415363,0.0856652287194602,0.0366566181182861,-0.9618807137807682,0.0381093181234538,0.0005056217196397,0.3,0.0002792751506465
alpha071,0.0229316665805119,0.176450637594948,0.1299608031632777,0.5378535773710482,0.3497825530670252,-9.675931230164949,6.372056504980281,-0.3399398644352923,-0.1996960043907165,-0.9973158950992006,-0.2002334519804813,-0.0002040500548901,-0.3,-0.0002646491287845
alpha157,0.0226609155190419,0.1316533022017642,0.172125690279406,0.5688300950806118,0.0660027429090137,-2.7748052336238658,8.465714714176112,1.435579495726126,0.6142489910125732,-0.7111147558445429,0.8637832163714158,0.0022642861586064,1.0,0.0022792391494093
alpha175,0.0225808314071863,0.1516732454083662,0.1488781448988549,0.5625,-0.1291530171050522,-9.50440656796642,7.244723210968508,3.723695528168937,1.7746448516845703,-0.8854215938294927,2.004293620182836,0.0045101917348802,1.0,0.004263220777964
alpha061,0.0222957617744372,0.1251384253845414,0.1781687895298667,0.5573072006817213,0.2756156966113472,-11.631949090055375,8.631537749397644,0.6535145878813889,0.2737386226654053,-0.8803895221720948,0.3109289874214291,0.0013069247361272,0.3999999999999999,0.0014116106385897
alpha118,0.0221195480600776,0.1516014534846455,0.1459059102115926,0.5373754152823921,0.2525192360738932,-9.09127389601845,7.159803866049222,-0.6891218660504934,-0.3408782482147217,-0.9977240792893288,-0.3416558297936706,-0.0011663837358355,-0.7,-0.0013528036357593
alpha152,0.0210931747587008,0.1569484490175219,0.1343955603941389,0.5503746877601998,0.1336258118130789,-9.060855902138982,6.586753699818936,1.01871357611685,0.5044764280319214,-0.9188520488042772,0.5490290071055595,0.0021052903030067,0.8999999999999998,0.0020672116243047
alpha156,0.0207510578890105,0.1279272519321275,0.1622098307874241,0.5627580511973576,-0.1104269501640397,-5.7325782573767565,7.982965284422404,0.3146773773253041,0.1339005231857299,-0.8279254395886243,0.1617301713210574,0.0008581292931921,0.0999999999999999,0.0009869798351591
alpha075,0.0207146632553074,0.1402602264016663,0.1476873650266785,0.5719091673675357,-0.0111842192979235,-12.84055898704569,7.201936157805665,0.7351002474813283,0.3288823366165161,-0.9464027981569132,0.3475077813136257,0.0015244102105498,0.8999999999999998,0.0014993438260693
alpha177,0.0206819086926016,0.2266901100743429,0.0912342787509302,0.5178571428571429,0.1321095516123357,-32.64139697619658,4.476991650097139,-0.71561350576816,-0.5083882808685303,-0.9999764810758848,-0.5084002378951455,-0.0018161151092499,-0.7,-0.001761751838925
alpha148,0.0205973832620487,0.0905927673675694,0.2273623365370579,0.5821715251373046,0.1811313082235109,-2.642430882618431,11.200912688145458,,0.0,,,,0.3,0.0020571400441278
alpha067,0.0200810754143778,0.1723110311343988,0.1165396973262558,0.5230832646331409,0.3506612382853793,-12.015128483326516,5.740097695538295,-1.1686922210918826,-0.6650069952011108,-0.9999990906363306,-0.665007599934862,-0.0036965219769626,-1.0,-0.0033097381077471
