日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2016-05-12,002027,6.29,6.31,6.37,6.05,42416,120886807.0,5.0,-1.41,-0.09,2.07
2016-05-13,002027,6.32,6.28,6.48,6.17,41819,120597950.0,4.91,-0.48,-0.03,2.04
2016-05-16,002027,6.2,6.33,6.34,6.19,37835,108578898.0,2.39,0.8,0.05,1.85
2016-05-17,002027,6.37,6.35,6.44,6.23,40332,116397963.0,3.32,0.32,0.02,1.97
2016-05-18,002027,6.37,6.12,6.41,5.95,45222,128475996.0,7.24,-3.62,-0.23,2.21
2016-05-19,002027,6.12,6.17,6.41,6.12,55127,158027417.0,4.74,0.82,0.05,2.69
2016-05-20,002027,6.13,6.21,6.24,6.03,33756,94928332.0,3.4,0.65,0.04,1.65
2016-05-23,002027,6.17,6.3,6.32,6.17,37101,106332894.0,2.42,1.45,0.09,1.81
2016-05-24,002027,6.31,6.16,6.31,6.12,29633,83992643.0,3.02,-2.22,-0.14,1.45
2016-05-25,002027,6.26,6.12,6.28,6.09,26872,76123573.0,3.08,-0.65,-0.04,1.31
2016-05-26,002027,6.12,6.17,6.23,5.89,43020,119829639.0,5.56,0.82,0.05,2.1
2016-05-27,002027,6.1,6.09,6.21,6.02,30826,86640260.0,3.08,-1.3,-0.08,1.5
2016-05-30,002027,6.08,6.02,6.09,5.98,22150,61658658.0,1.81,-1.15,-0.07,1.08
2016-05-31,002027,6.03,6.5,6.54,6.03,90818,263422177.0,8.47,7.97,0.48,4.43
2016-06-01,002027,6.51,6.52,6.64,6.38,66460,195752864.0,4.0,0.31,0.02,3.24
2016-06-02,002027,6.53,6.6,6.6,6.42,49852,147112267.0,2.76,1.23,0.08,2.43
2016-06-03,002027,6.61,6.99,7.19,6.56,98230,301233136.0,9.55,5.91,0.39,4.79
2016-06-06,002027,7.01,6.83,7.03,6.73,57819,177018325.0,4.29,-2.29,-0.16,2.82
2016-06-07,002027,6.83,6.82,6.91,6.79,37459,114367263.0,1.76,-0.15,-0.01,1.83
2016-06-08,002027,6.82,7.2,7.42,6.79,115982,364951792.0,9.24,5.57,0.38,5.66
2016-06-13,002027,7.06,6.66,7.1,6.66,77914,240590553.0,6.11,-7.5,-0.54,3.8
2016-06-14,002027,6.63,6.4,6.65,6.23,76229,220749206.0,6.31,-3.9,-0.26,3.72
2016-06-15,002027,6.14,6.49,6.67,6.1,52743,155030331.0,8.91,1.41,0.09,2.57
2016-06-16,002027,6.45,6.4,6.71,6.34,48278,141778556.0,5.7,-1.39,-0.09,2.36
2016-06-17,002027,6.44,6.44,6.6,6.39,31046,91200179.0,3.28,0.63,0.04,1.52
2016-06-20,002027,6.44,6.57,6.62,6.42,34844,102657766.0,3.11,2.02,0.13,1.7
2016-06-21,002027,6.64,6.44,6.79,6.37,45393,135156838.0,6.39,-1.98,-0.13,2.22
2016-06-22,002027,6.44,6.7,6.79,6.37,50410,150222394.0,6.52,4.04,0.26,2.46
2016-06-23,002027,6.73,6.76,6.84,6.62,59482,180022522.0,3.28,0.9,0.06,2.9
2016-06-24,002027,6.88,7.17,7.42,6.76,123378,388120080.0,9.76,6.07,0.41,4.87
2016-06-27,002027,6.91,7.42,7.45,6.89,95155,305255360.0,7.81,3.49,0.25,3.75
2016-06-28,002027,7.45,8.39,8.39,7.4,152363,519416816.0,13.34,13.07,0.97,6.01
2016-06-29,002027,8.57,7.98,8.6,7.93,136083,472216656.0,7.99,-4.89,-0.41,5.37
2016-06-30,002027,8.04,7.65,8.06,7.49,236822,392225520.0,7.14,-4.14,-0.33,4.67
2016-07-01,002027,7.68,7.59,7.86,7.54,148130,245913630.0,4.18,-0.78,-0.06,2.92
2016-07-04,002027,7.43,7.66,7.75,7.3,164565,268296991.0,5.93,0.92,0.07,3.25
2016-07-05,002027,7.64,7.52,7.68,7.42,138497,225903869.0,3.39,-1.83,-0.14,2.73
2016-07-06,002027,7.51,7.84,8.04,7.5,254318,427302448.0,7.18,4.26,0.32,5.02
2016-07-07,002027,7.85,7.71,7.87,7.55,162666,269724128.0,4.08,-1.66,-0.13,3.21
2016-07-08,002027,7.66,7.64,7.67,7.52,80166,131554195.0,1.95,-0.91,-0.07,1.58
2016-07-11,002027,7.61,7.64,7.81,7.49,159324,262754606.0,4.19,0.0,0.0,3.14
2016-07-12,002027,7.5,7.88,7.92,7.47,172606,287281984.0,5.89,3.14,0.24,3.4
2016-07-13,002027,7.85,8.04,8.29,7.79,198064,339461904.0,6.35,2.03,0.16,3.91
2016-07-14,002027,8.08,7.93,8.11,7.84,88496,150523683.0,3.36,-1.37,-0.11,1.75
2016-07-15,002027,7.89,7.79,7.93,7.77,65238,109557895.0,2.02,-1.77,-0.14,1.29
2016-07-18,002027,7.77,7.87,7.87,7.54,106661,176642260.0,4.24,1.03,0.08,2.1
2016-07-19,002027,7.79,7.95,7.99,7.65,104749,176826264.0,4.32,1.02,0.08,2.07
2016-07-20,002027,8.05,8.1,8.23,7.89,138896,239030957.0,4.28,1.89,0.15,2.74
2016-07-21,002027,8.1,8.0,8.24,7.96,86886,149851214.0,3.46,-1.23,-0.1,1.71
2016-07-22,002027,8.01,7.83,8.03,7.76,80665,136002006.0,3.38,-2.13,-0.17,1.59
2016-07-25,002027,7.73,7.68,7.76,7.61,76067,126000704.0,1.92,-1.92,-0.15,1.5
2016-07-26,002027,7.68,7.81,7.9,7.61,50281,84075359.0,3.78,1.69,0.13,0.99
2016-07-27,002027,7.82,7.09,7.85,6.87,104118,166674260.0,12.55,-9.22,-0.72,2.05
2016-07-28,002027,7.09,6.8,7.28,6.45,132567,201362151.0,11.71,-4.09,-0.29,2.61
2016-07-29,002027,6.98,7.09,7.2,6.65,109884,168934110.0,8.09,4.26,0.29,2.17
2016-08-01,002027,7.01,6.92,7.02,6.8,51029,78093363.0,3.1,-2.4,-0.17,1.01
2016-08-02,002027,6.89,7.13,7.29,6.89,56398,88328162.0,5.78,3.03,0.21,1.11
2016-08-03,002027,7.06,7.11,7.25,7.06,41801,65368082.0,2.66,-0.28,-0.02,0.82
2016-08-04,002027,7.17,7.09,7.17,6.96,37409,58024414.0,2.95,-0.28,-0.02,0.74
2016-08-05,002027,7.14,6.99,7.14,6.99,38154,59096194.0,2.12,-1.41,-0.1,0.75
2016-08-08,002027,6.95,7.04,7.08,6.81,35424,54393238.0,3.86,0.72,0.05,0.7
2016-08-09,002027,7.04,7.24,7.24,6.99,55718,87463812.0,3.55,2.84,0.2,1.1
2016-08-10,002027,7.29,7.18,7.4,7.12,46161,73110984.0,3.87,-0.83,-0.06,0.91
2016-08-11,002027,7.18,7.01,7.18,6.99,29132,45300419.0,2.65,-2.37,-0.17,0.57
2016-08-12,002027,6.99,7.1,7.14,6.92,33767,52121847.0,3.14,1.28,0.09,0.67
2016-08-15,002027,7.09,7.27,7.32,7.06,61374,97060952.0,3.66,2.39,0.17,1.21
2016-08-16,002027,7.31,7.33,7.4,7.24,62744,100239486.0,2.2,0.83,0.06,1.24
2016-08-17,002027,7.4,7.31,7.43,7.26,48231,76958408.0,2.32,-0.27,-0.02,0.95
2016-08-18,002027,7.33,7.17,7.33,7.14,55029,86630888.0,2.6,-1.92,-0.14,1.09
2016-08-19,002027,7.17,7.24,7.26,7.11,38809,61084841.0,2.09,0.98,0.07,0.77
2016-08-22,002027,7.24,7.05,7.27,7.05,33199,51969779.0,3.04,-2.62,-0.19,0.65
2016-08-23,002027,7.08,6.98,7.16,6.93,35330,54680120.0,3.26,-0.99,-0.07,0.7
2016-08-24,002027,6.99,6.99,7.09,6.98,30227,46727419.0,1.58,0.14,0.01,0.6
2016-08-25,002027,6.99,6.84,7.02,6.75,46349,70259247.0,3.86,-2.15,-0.15,0.91
2016-08-26,002027,6.92,6.87,6.99,6.85,33552,51305308.0,2.05,0.44,0.03,0.66
2016-08-29,002027,6.88,6.89,6.95,6.8,35251,53418438.0,2.18,0.29,0.02,0.7
2016-08-30,002027,6.89,6.96,7.05,6.89,34801,53487726.0,2.32,1.02,0.07,0.69
2016-08-31,002027,7.03,6.96,7.08,6.87,32263,49586822.0,3.02,0.0,0.0,0.64
2016-09-01,002027,6.96,6.9,7.02,6.87,29222,44711971.0,2.16,-0.86,-0.06,0.58
2016-09-02,002027,6.87,6.9,6.93,6.87,23070,35164435.0,0.87,0.0,0.0,0.45
2016-09-05,002027,6.9,6.86,6.93,6.82,27647,42077703.0,1.59,-0.58,-0.04,0.55
2016-09-06,002027,6.89,6.95,6.96,6.75,39709,60355743.0,3.06,1.31,0.09,0.78
2016-09-07,002027,6.95,6.87,6.98,6.87,29317,44886401.0,1.58,-1.15,-0.08,0.58
2016-09-08,002027,6.87,6.85,6.93,6.78,29471,44697426.0,2.18,-0.29,-0.02,0.58
2016-09-09,002027,6.88,6.81,6.93,6.8,28811,43738216.0,1.9,-0.58,-0.04,0.57
2016-09-12,002027,6.67,6.5,6.68,6.5,60029,88655651.0,2.64,-4.55,-0.31,1.18
2016-09-13,002027,6.5,6.53,6.6,6.45,47349,69214214.0,2.31,0.46,0.03,0.93
2016-09-14,002027,6.47,6.54,6.56,6.36,31912,46553332.0,3.06,0.15,0.01,0.63
2016-09-19,002027,6.54,6.53,6.72,6.51,33045,48707252.0,3.21,-0.15,-0.01,0.65
2016-09-20,002027,6.54,6.51,6.62,6.41,30879,45194351.0,3.22,-0.31,-0.02,0.61
2016-09-21,002027,6.57,6.51,6.57,6.49,28807,42135260.0,1.23,0.0,0.0,0.57
2016-09-22,002027,6.59,6.48,6.61,6.46,40585,59372436.0,2.3,-0.46,-0.03,0.8
2016-09-23,002027,6.48,6.43,6.51,6.43,22733,32993931.0,1.23,-0.77,-0.05,0.45
2016-09-26,002027,6.45,6.24,6.45,6.24,36943,52830881.0,3.27,-2.95,-0.19,0.73
2016-09-27,002027,6.25,6.37,6.43,6.22,36579,52302696.0,3.37,2.08,0.13,0.72
2016-09-28,002027,6.37,6.31,6.43,6.27,22284,31938828.0,2.51,-0.94,-0.06,0.44
2016-09-29,002027,6.31,6.29,6.39,6.27,23433,33405521.0,1.9,-0.32,-0.02,0.46
2016-09-30,002027,6.29,6.31,6.31,6.27,21713,30920203.0,0.64,0.32,0.02,0.43
2016-10-10,002027,6.36,6.54,6.59,6.29,51600,74877123.0,4.75,3.65,0.23,1.02
2016-10-11,002027,6.55,6.67,6.7,6.5,46500,68823665.0,3.06,1.99,0.13,0.92
2016-10-12,002027,6.6,7.31,7.52,6.57,176939,278449136.0,14.24,9.6,0.64,3.49
2016-10-13,002027,7.2,7.45,7.76,7.11,227143,370702448.0,8.89,1.92,0.14,4.48
2016-10-14,002027,7.35,7.3,7.45,7.15,85200,134964984.0,4.03,-2.01,-0.15,1.68
2016-10-17,002027,7.3,7.11,7.34,7.05,81031,126767498.0,3.97,-2.6,-0.19,1.6
2016-10-18,002027,7.08,7.15,7.23,6.99,100211,156322884.0,3.38,0.56,0.04,1.98
2016-10-19,002027,7.16,7.0,7.2,6.92,79245,122831579.0,3.92,-2.1,-0.15,1.56
2016-10-20,002027,6.99,7.08,7.17,6.93,75551,117550126.0,3.43,1.14,0.08,1.49
2016-10-21,002027,7.05,6.87,7.11,6.8,69555,106233938.0,4.38,-2.97,-0.21,1.37
2016-10-24,002027,6.87,6.97,7.07,6.77,58831,90254689.0,4.37,1.46,0.1,1.16
2016-10-25,002027,6.97,7.01,7.11,6.92,42705,65819329.0,2.73,0.57,0.04,0.84
2016-10-26,002027,7.06,7.36,7.4,6.99,142527,225684767.0,5.85,4.99,0.35,2.81
2016-10-27,002027,7.31,7.4,7.51,7.27,91484,147307570.0,3.26,0.54,0.04,1.8
2016-10-28,002027,7.4,7.42,7.56,7.32,84133,135522614.0,3.24,0.27,0.02,1.66
2016-10-31,002027,7.42,7.12,7.42,7.08,135408,214195638.0,4.58,-4.04,-0.3,2.67
2016-11-01,002027,7.11,7.69,7.76,7.09,174422,284134000.0,9.41,8.01,0.57,3.44
2016-11-02,002027,7.58,8.01,8.11,7.58,246768,420850000.0,6.89,4.16,0.32,4.87
2016-11-03,002027,8.0,8.11,8.46,7.89,219591,382193200.0,7.12,1.25,0.1,4.33
2016-11-04,002027,8.12,8.03,8.38,7.99,149345,258883918.0,4.81,-0.99,-0.08,2.95
2016-11-07,002027,8.04,7.97,8.26,7.87,132697,228581740.0,4.86,-0.75,-0.06,2.62
2016-11-08,002027,8.0,8.08,8.17,7.76,169177,288014784.0,5.14,1.38,0.11,3.34
2016-11-09,002027,8.04,8.4,8.58,7.82,207041,361324752.0,9.41,3.96,0.32,4.08
2016-11-10,002027,8.41,8.8,8.8,8.33,197053,357285904.0,5.6,4.76,0.4,3.89
2016-11-11,002027,8.68,8.87,9.08,8.59,178456,330916512.0,5.57,0.8,0.07,3.52
2016-11-14,002027,8.86,9.31,9.59,8.72,312897,599528368.0,9.81,4.96,0.44,6.17
2016-11-15,002027,9.31,9.36,9.43,9.07,211419,407485744.0,3.87,0.54,0.05,4.17
2016-11-16,002027,9.3,9.24,9.34,9.08,190134,363666736.0,2.78,-1.28,-0.12,3.75
2016-11-17,002027,9.08,8.97,9.31,8.77,143263,270473520.0,5.84,-2.92,-0.27,2.83
2016-11-18,002027,8.97,8.52,8.98,8.48,171426,313530304.0,5.57,-5.02,-0.45,3.38
2016-11-21,002027,8.58,8.76,9.05,8.48,199418,365272800.0,6.69,2.82,0.24,3.93
2016-11-22,002027,8.77,8.77,8.94,8.63,179999,331659440.0,3.54,0.11,0.01,3.55
2016-11-23,002027,8.82,8.55,8.91,8.54,106446,193175903.0,4.22,-2.51,-0.22,2.1
2016-11-24,002027,8.62,8.46,8.67,8.44,83022,149081930.0,2.69,-1.05,-0.09,1.64
2016-11-25,002027,8.46,8.26,8.53,8.17,106659,187441808.0,4.26,-2.36,-0.2,2.1
2016-11-28,002027,8.24,8.24,8.39,8.22,62949,110686261.0,2.06,-0.24,-0.02,1.24
2016-11-29,002027,8.26,8.11,8.35,8.02,87293,151796950.0,4.0,-1.58,-0.13,1.72
2016-11-30,002027,8.11,7.9,8.18,7.86,89148,151833712.0,3.95,-2.59,-0.21,1.76
2016-12-01,002027,7.94,8.3,8.33,7.8,142465,247676964.0,6.71,5.06,0.4,2.81
2016-12-02,002027,8.3,8.18,8.8,8.15,190013,340772016.0,7.83,-1.45,-0.12,3.75
2016-12-05,002027,7.95,7.39,7.97,7.32,158451,260363687.0,7.95,-9.66,-0.79,3.12
2016-12-06,002027,7.4,7.12,7.45,6.93,183098,284915824.0,7.04,-3.65,-0.27,3.61
2016-12-07,002027,7.07,7.24,7.29,6.97,113143,176451410.0,4.49,1.69,0.12,2.23
2016-12-08,002027,7.18,7.04,7.28,7.02,72520,113356005.0,3.59,-2.76,-0.2,1.43
2016-12-09,002027,7.07,6.92,7.08,6.81,80998,123917169.0,3.84,-1.7,-0.12,1.6
2016-12-12,002027,6.92,6.35,6.92,6.27,133548,197053149.0,9.39,-8.24,-0.57,2.63
2016-12-13,002027,6.37,6.45,6.53,6.24,84439,121331598.0,4.57,1.57,0.1,1.67
2016-12-14,002027,6.48,6.29,6.51,6.27,55752,80039633.0,3.72,-2.48,-0.16,1.1
2016-12-15,002027,6.28,6.46,6.56,6.28,69245,100488775.0,4.45,2.7,0.17,1.37
2016-12-16,002027,6.52,7.01,7.28,6.52,155394,238032557.0,11.76,8.51,0.55,3.06
2016-12-19,002027,6.99,6.75,6.99,6.64,83860,126304911.0,4.99,-3.71,-0.26,1.65
2016-12-20,002027,6.78,6.84,6.91,6.69,71273,107526512.0,3.26,1.33,0.09,1.41
2016-12-21,002027,6.81,6.8,6.9,6.75,56826,85787338.0,2.19,-0.58,-0.04,1.12
2016-12-22,002027,6.8,6.75,6.86,6.58,59156,88332500.0,4.12,-0.74,-0.05,1.17
2016-12-23,002027,6.81,6.87,7.13,6.71,134361,204165353.0,6.22,1.78,0.12,2.65
2016-12-26,002027,6.99,6.3,6.99,6.09,187078,269933200.0,13.1,-8.3,-0.57,3.69
2016-12-27,002027,6.15,6.16,6.3,5.98,140214,195595334.0,5.08,-2.22,-0.14,2.76
2016-12-28,002027,6.04,6.06,6.12,5.83,115720,158866032.0,4.71,-1.62,-0.1,2.28
2016-12-29,002027,5.95,6.08,6.33,5.92,99596,140258211.0,6.77,0.33,0.02,0.28
2016-12-30,002027,6.05,6.31,6.38,6.03,93909,133466368.0,5.76,3.78,0.23,0.27
2017-01-03,002027,6.25,6.26,6.36,6.07,119237,167701483.0,4.6,-0.79,-0.05,0.34
2017-01-04,002027,6.29,6.58,6.65,6.1,159180,230061632.0,8.79,5.11,0.32,0.45
2017-01-05,002027,6.53,6.45,6.55,6.43,56405,81951383.0,1.82,-1.98,-0.13,0.16
2017-01-06,002027,6.46,6.46,6.63,6.31,57319,83488394.0,4.96,0.16,0.01,0.16
2017-01-09,002027,6.48,6.37,6.61,6.36,59624,86525386.0,3.87,-1.39,-0.09,0.17
2017-01-10,002027,6.41,6.09,6.43,6.02,128285,179122007.0,6.44,-4.4,-0.28,0.36
2017-01-11,002027,6.02,6.09,6.21,6.02,108478,151288912.0,3.12,0.0,0.0,0.31
2017-01-12,002027,6.09,6.05,6.15,5.83,80546,110083954.0,5.25,-0.66,-0.04,0.23
2017-01-13,002027,6.05,6.05,6.05,5.86,69590,95332167.0,3.14,0.0,0.0,0.2
2017-01-16,002027,5.99,6.01,6.02,5.25,102297,136575116.0,12.73,-0.66,-0.04,0.29
2017-01-17,002027,5.83,5.95,5.98,5.67,71893,97135402.0,5.16,-1.0,-0.06,0.2
2017-01-18,002027,5.93,5.9,5.93,5.79,51397,69284144.0,2.35,-0.84,-0.05,0.15
2017-01-19,002027,5.84,5.9,5.9,5.63,50738,68105172.0,4.58,0.0,0.0,0.14
2017-01-20,002027,5.81,5.91,5.98,5.8,56527,76688108.0,3.05,0.17,0.01,0.16
2017-01-23,002027,5.92,5.9,6.04,5.82,66751,90805269.0,3.72,-0.17,-0.01,0.19
2017-01-24,002027,5.89,5.9,5.9,5.79,60443,81499999.0,1.86,0.0,0.0,0.17
2017-01-25,002027,5.86,5.9,5.9,5.8,60259,81273059.0,1.69,0.0,0.0,0.17
2017-01-26,002027,5.87,5.89,5.91,5.82,42059,56912788.0,1.53,-0.17,-0.01,0.12
2017-02-03,002027,5.89,5.9,5.92,5.84,30502,41300216.0,1.36,0.17,0.01,0.09
2017-02-06,002027,5.9,5.9,5.92,5.84,75330,102014810.0,1.36,0.0,0.0,0.21
2017-02-07,002027,5.88,5.9,5.92,5.79,105687,142819841.0,2.2,0.0,0.0,0.3
